cod_municipio_ibge,nome,uf,nome_norm
4311627,Lindolfo Collor,RS,lindolfo collor
4311643,Linha Nova,RS,linha nova
4311718,Maçambará,RS,macambara
4311700,Machadinho,RS,machadinho
4311734,Mampituba,RS,mampituba
4311759,Manoel Viana,RS,manoel viana
4311775,Maquiné,RS,maquine
4311791,Maratá,RS,marata
4311809,Marau,RS,marau
4311908,Marcelino Ramos,RS,marcelino ramos
4311981,Mariana Pimentel,RS,mariana pimentel
4312005,Mariano Moro,RS,mariano moro
4312054,Marques de Souza,RS,marques de souza
4312104,Mata,RS,mata
4312138,Mato Castelhano,RS,mato castelhano
4312153,Mato Leitão,RS,mato leitao
4312179,Mato Queimado,RS,mato queimado
4312203,Maximiliano de Almeida,RS,maximiliano de almeida
4312252,Minas do Leão,RS,minas do leao
4312302,Miraguaí,RS,miraguai
4312351,Montauri,RS,montauri
4312377,Monte Alegre dos Campos,RS,monte alegre dos campos
4312385,Monte Belo do Sul,RS,monte belo do sul
4312401,Montenegro,RS,montenegro
4312427,Mormaço,RS,mormaco
4312443,Morrinhos do Sul,RS,morrinhos do sul
4312450,Morro Redondo,RS,morro redondo
4312476,Morro Reuter,RS,morro reuter
4312500,Mostardas,RS,mostardas
4312609,Muçum,RS,mucum
4312617,Muitos Capões,RS,muitos capoes
4312625,Muliterno,RS,muliterno
4312658,Não-Me-Toque,RS,nao-me-toque
4312674,Nicolau Vergueiro,RS,nicolau vergueiro
4312708,Nonoai,RS,nonoai
4312757,Nova Alvorada,RS,nova alvorada
4312807,Nova Araçá,RS,nova araca
4312906,Nova Bassano,RS,nova bassano
4312955,Nova Boa Vista,RS,nova boa vista
4313003,Nova Bréscia,RS,nova brescia
4313011,Nova Candelária,RS,nova candelaria
4313037,Nova Esperança do Sul,RS,nova esperanca do sul
4313060,Nova Hartz,RS,nova hartz
4313086,Nova Pádua,RS,nova padua
4313102,Nova Palma,RS,nova palma
4313201,Nova Petrópolis,RS,nova petropolis
4313300,Nova Prata,RS,nova prata
4313334,Nova Ramada,RS,nova ramada
4313359,Nova Roma do Sul,RS,nova roma do sul
4313375,Nova Santa Rita,RS,nova santa rita
4313490,Novo Barreiro,RS,novo barreiro
4313391,Novo Cabrais,RS,novo cabrais
4313409,Novo Hamburgo,RS,novo hamburgo
4313425,Novo Machado,RS,novo machado
4313441,Novo Tiradentes,RS,novo tiradentes
4313466,Novo Xingu,RS,novo xingu
4313508,Osório,RS,osorio
4313607,Paim Filho,RS,paim filho
4313656,Palmares do Sul,RS,palmares do sul
4313706,Palmeira das Missões,RS,palmeira das missoes
4313805,Palmitinho,RS,palmitinho
4313904,Panambi,RS,panambi
4313953,Pantano Grande,RS,pantano grande
4314001,Paraí,RS,parai
4314027,Paraíso do Sul,RS,paraiso do sul
4314035,Pareci Novo,RS,pareci novo
4314050,Parobé,RS,parobe
4314068,Passa Sete,RS,passa sete
4314076,Passo do Sobrado,RS,passo do sobrado
4314100,Passo Fundo,RS,passo fundo
4314134,Paulo Bento,RS,paulo bento
4314159,Paverama,RS,paverama
4314175,Pedras Altas,RS,pedras altas
4314209,Pedro Osório,RS,pedro osorio
4314308,Pejuçara,RS,pejucara
4314407,Pelotas,RS,pelotas
4314423,Picada Café,RS,picada cafe
4314456,Pinhal,RS,pinhal
4314464,Pinhal da Serra,RS,pinhal da serra
4314472,Pinhal Grande,RS,pinhal grande
4314498,Pinheirinho do Vale,RS,pinheirinho do vale
4314506,Pinheiro Machado,RS,pinheiro machado
4314548,Pinto Bandeira,RS,pinto bandeira
4314555,Pirapó,RS,pirapo
4314605,Piratini,RS,piratini
4314704,Planalto,RS,planalto
4314753,Poço das Antas,RS,poco das antas
4314779,Pontão,RS,pontao
4314787,Ponte Preta,RS,ponte preta
4314803,Portão,RS,portao
4314902,Porto Alegre,RS,porto alegre
4315008,Porto Lucena,RS,porto lucena
4315057,Porto Mauá,RS,porto maua
4315073,Porto Vera Cruz,RS,porto vera cruz
4315107,Porto Xavier,RS,porto xavier
4315131,Pouso Novo,RS,pouso novo
4315149,Presidente Lucena,RS,presidente lucena
4315156,Progresso,RS,progresso
4315172,Protásio Alves,RS,protasio alves
4315206,Putinga,RS,putinga
4315305,Quaraí,RS,quarai
4315313,Quatro Irmãos,RS,quatro irmaos
4315321,Quevedos,RS,quevedos
4315354,Quinze de Novembro,RS,quinze de novembro
4315404,Redentora,RS,redentora
4315453,Relvado,RS,relvado
4315503,Restinga Sêca,RS,restinga seca
4315552,Rio dos Índios,RS,rio dos indios
4315602,Rio Grande,RS,rio grande
4315701,Rio Pardo,RS,rio pardo
4315750,Riozinho,RS,riozinho
4315800,Roca Sales,RS,roca sales
4315909,Rodeio Bonito,RS,rodeio bonito
4315958,Rolador,RS,rolador
4316006,Rolante,RS,rolante
4316105,Ronda Alta,RS,ronda alta
4316204,Rondinha,RS,rondinha
4316303,Roque Gonzales,RS,roque gonzales
4316402,Rosário do Sul,RS,rosario do sul
4316428,Sagrada Família,RS,sagrada familia
4316436,Saldanha Marinho,RS,saldanha marinho
4316451,Salto do Jacuí,RS,salto do jacui
4316477,Salvador das Missões,RS,salvador das missoes
4316501,Salvador do Sul,RS,salvador do sul
4316600,Sananduva,RS,sananduva
4317103,Sant'Ana do Livramento,RS,sant'ana do livramento
4316709,Santa Bárbara do Sul,RS,santa barbara do sul
4316733,Santa Cecília do Sul,RS,santa cecilia do sul
4316758,Santa Clara do Sul,RS,santa clara do sul
4316808,Santa Cruz do Sul,RS,santa cruz do sul
4316972,Santa Margarida do Sul,RS,santa margarida do sul
4316907,Santa Maria,RS,santa maria
4316956,Santa Maria do Herval,RS,santa maria do herval
4317202,Santa Rosa,RS,santa rosa
4317251,Santa Tereza,RS,santa tereza
4317301,Santa Vitória do Palmar,RS,santa vitoria do palmar
4317004,Santana da Boa Vista,RS,santana da boa vista
4317400,Santiago,RS,santiago
4317509,Santo Ângelo,RS,santo angelo
4317608,Santo Antônio da Patrulha,RS,santo antonio da patrulha
4317707,Santo Antônio das Missões,RS,santo antonio das missoes
4317558,Santo Antônio do Palma,RS,santo antonio do palma
4317756,Santo Antônio do Planalto,RS,santo antonio do planalto
4317806,Santo Augusto,RS,santo augusto
4317905,Santo Cristo,RS,santo cristo
4317954,Santo Expedito do Sul,RS,santo expedito do sul
4318002,São Borja,RS,sao borja
4318051,São Domingos do Sul,RS,sao domingos do sul
4318101,São Francisco de Assis,RS,sao francisco de assis
4318200,São Francisco de Paula,RS,sao francisco de paula
4318309,São Gabriel,RS,sao gabriel
4318408,São Jerônimo,RS,sao jeronimo
4318424,São João da Urtiga,RS,sao joao da urtiga
4318432,São João do Polêsine,RS,sao joao do polesine
4318440,São Jorge,RS,sao jorge
4318457,São José das Missões,RS,sao jose das missoes
4318465,São José do Herval,RS,sao jose do herval
4318481,São José do Hortêncio,RS,sao jose do hortencio
4318499,São José do Inhacorá,RS,sao jose do inhacora
4318507,São José do Norte,RS,sao jose do norte
4318606,São José do Ouro,RS,sao jose do ouro
4318614,São José do Sul,RS,sao jose do sul
4318622,São José dos Ausentes,RS,sao jose dos ausentes
4318705,São Leopoldo,RS,sao leopoldo
4318804,São Lourenço do Sul,RS,sao lourenco do sul
4318903,São Luiz Gonzaga,RS,sao luiz gonzaga
4319000,São Marcos,RS,sao marcos
4319109,São Martinho,RS,sao martinho
4319125,São Martinho da Serra,RS,sao martinho da serra
4319158,São Miguel das Missões,RS,sao miguel das missoes
4319208,São Nicolau,RS,sao nicolau
4319307,São Paulo das Missões,RS,sao paulo das missoes
4319356,São Pedro da Serra,RS,sao pedro da serra
4319364,São Pedro das Missões,RS,sao pedro das missoes
4319372,São Pedro do Butiá,RS,sao pedro do butia
4319406,São Pedro do Sul,RS,sao pedro do sul
4319505,São Sebastião do Caí,RS,sao sebastiao do cai
4319604,São Sepé,RS,sao sepe
4319703,São Valentim,RS,sao valentim
4319711,São Valentim do Sul,RS,sao valentim do sul
4319737,São Valério do Sul,RS,sao valerio do sul
4319752,São Vendelino,RS,sao vendelino
4319802,São Vicente do Sul,RS,sao vicente do sul
4319901,Sapiranga,RS,sapiranga
4320008,Sapucaia do Sul,RS,sapucaia do sul
4320107,Sarandi,RS,sarandi
4320206,Seberi,RS,seberi
4320230,Sede Nova,RS,sede nova
4320263,Segredo,RS,segredo
4320305,Selbach,RS,selbach
4320321,Senador Salgado Filho,RS,senador salgado filho
4320354,Sentinela do Sul,RS,sentinela do sul
4320404,Serafina Corrêa,RS,serafina correa
4320453,Sério,RS,serio
4320503,Sertão,RS,sertao
4320552,Sertão Santana,RS,sertao santana
4320578,Sete de Setembro,RS,sete de setembro
4320602,Severiano de Almeida,RS,severiano de almeida
4320651,Silveira Martins,RS,silveira martins
4320677,Sinimbu,RS,sinimbu
4320701,Sobradinho,RS,sobradinho
4320800,Soledade,RS,soledade
4320859,Tabaí,RS,tabai
4320909,Tapejara,RS,tapejara
4321006,Tapera,RS,tapera
4321105,Tapes,RS,tapes
4321204,Taquara,RS,taquara
4321303,Taquari,RS,taquari
4321329,Taquaruçu do Sul,RS,taquarucu do sul
4321352,Tavares,RS,tavares
4321402,Tenente Portela,RS,tenente portela
4321436,Terra de Areia,RS,terra de areia
4321451,Teutônia,RS,teutonia
4321469,Tio Hugo,RS,tio hugo
4321477,Tiradentes do Sul,RS,tiradentes do sul
4321493,Toropi,RS,toropi
4321501,Torres,RS,torres
4321600,Tramandaí,RS,tramandai
4321626,Travesseiro,RS,travesseiro
4321634,Três Arroios,RS,tres arroios
4321667,Três Cachoeiras,RS,tres cachoeiras
4321709,Três Coroas,RS,tres coroas
4321808,Três de Maio,RS,tres de maio
4321832,Três Forquilhas,RS,tres forquilhas
4321857,Três Palmeiras,RS,tres palmeiras
4321907,Três Passos,RS,tres passos
4321956,Trindade do Sul,RS,trindade do sul
4322004,Triunfo,RS,triunfo
4322103,Tucunduva,RS,tucunduva
4322152,Tunas,RS,tunas
4322186,Tupanci do Sul,RS,tupanci do sul
4322202,Tupanciretã,RS,tupancireta
4322251,Tupandi,RS,tupandi
4322301,Tuparendi,RS,tuparendi
4322327,Turuçu,RS,turucu
4322343,Ubiretama,RS,ubiretama
4322350,União da Serra,RS,uniao da serra
4322376,Unistalda,RS,unistalda
4322400,Uruguaiana,RS,uruguaiana
4322509,Vacaria,RS,vacaria
4322533,Vale do Sol,RS,vale do sol
4322541,Vale Real,RS,vale real
4322525,Vale Verde,RS,vale verde
4322558,Vanini,RS,vanini
4322608,Venâncio Aires,RS,venancio aires
4322707,Vera Cruz,RS,vera cruz
4322806,Veranópolis,RS,veranopolis
4322855,Vespasiano Corrêa,RS,vespasiano correa
4322905,Viadutos,RS,viadutos
4323002,Viamão,RS,viamao
4323101,Vicente Dutra,RS,vicente dutra
4323200,Victor Graeff,RS,victor graeff
4323309,Vila Flores,RS,vila flores
4323358,Vila Lângaro,RS,vila langaro
4323408,Vila Maria,RS,vila maria
4323457,Vila Nova do Sul,RS,vila nova do sul
4323507,Vista Alegre,RS,vista alegre
4323606,Vista Alegre do Prata,RS,vista alegre do prata
4323705,Vista Gaúcha,RS,vista gaucha
4323754,Vitória das Missões,RS,vitoria das missoes
4323770,Westfália,RS,westfalia
4323804,Xangri-lá,RS,xangri-la
4200051,Abdon Batista,SC,abdon batista
4200101,Abelardo Luz,SC,abelardo luz
4200200,Agrolândia,SC,agrolandia
4200309,Agronômica,SC,agronomica
4200408,Água Doce,SC,agua doce
4200507,Águas de Chapecó,SC,aguas de chapeco
4200556,Águas Frias,SC,aguas frias
4200606,Águas Mornas,SC,aguas mornas
4200705,Alfredo Wagner,SC,alfredo wagner
4200754,Alto Bela Vista,SC,alto bela vista
4200804,Anchieta,SC,anchieta
4200903,Angelina,SC,angelina
4201000,Anita Garibaldi,SC,anita garibaldi
4201109,Anitápolis,SC,anitapolis
4201208,Antônio Carlos,SC,antonio carlos
4201257,Apiúna,SC,apiuna
4201273,Arabutã,SC,arabuta
4201307,Araquari,SC,araquari
4201406,Araranguá,SC,ararangua
4201505,Armazém,SC,armazem
4201604,Arroio Trinta,SC,arroio trinta
4201653,Arvoredo,SC,arvoredo
4201703,Ascurra,SC,ascurra
4201802,Atalanta,SC,atalanta
4201901,Aurora,SC,aurora
4201950,Balneário Arroio do Silva,SC,balneario arroio do silva
4202057,Balneário Barra do Sul,SC,balneario barra do sul
4202008,Balneário Camboriú,SC,balneario camboriu
4202073,Balneário Gaivota,SC,balneario gaivota
4212809,Balneário Piçarras,SC,balneario picarras
4220000,Balneário Rincão,SC,balneario rincao
4202081,Bandeirante,SC,bandeirante
4202099,Barra Bonita,SC,barra bonita
4202107,Barra Velha,SC,barra velha
4202131,Bela Vista do Toldo,SC,bela vista do toldo
4202156,Belmonte,SC,belmonte
4202206,Benedito Novo,SC,benedito novo
4202305,Biguaçu,SC,biguacu
4202404,Blumenau,SC,blumenau
4202438,Bocaina do Sul,SC,bocaina do sul
4202503,Bom Jardim da Serra,SC,bom jardim da serra
4202537,Bom Jesus,SC,bom jesus
4202578,Bom Jesus do Oeste,SC,bom jesus do oeste
4202602,Bom Retiro,SC,bom retiro
4202453,Bombinhas,SC,bombinhas
4202701,Botuverá,SC,botuvera
4202800,Braço do Norte,SC,braco do norte
4202859,Braço do Trombudo,SC,braco do trombudo
4202875,Brunópolis,SC,brunopolis
4202909,Brusque,SC,brusque
4203006,Caçador,SC,cacador
4203105,Caibi,SC,caibi
4203154,Calmon,SC,calmon
4203204,Camboriú,SC,camboriu
4203303,Campo Alegre,SC,campo alegre
4203402,Campo Belo do Sul,SC,campo belo do sul
4203501,Campo Erê,SC,campo ere
4203600,Campos Novos,SC,campos novos
4203709,Canelinha,SC,canelinha
4203808,Canoinhas,SC,canoinhas
4203253,Capão Alto,SC,capao alto
4203907,Capinzal,SC,capinzal
4203956,Capivari de Baixo,SC,capivari de baixo
4204004,Catanduvas,SC,catanduvas
4204103,Caxambu do Sul,SC,caxambu do sul
4204152,Celso Ramos,SC,celso ramos
4204178,Cerro Negro,SC,cerro negro
4204194,Chapadão do Lageado,SC,chapadao do lageado
4204202,Chapecó,SC,chapeco
4204251,Cocal do Sul,SC,cocal do sul
4204301,Concórdia,SC,concordia
4204350,Cordilheira Alta,SC,cordilheira alta
4204400,Coronel Freitas,SC,coronel freitas
4204459,Coronel Martins,SC,coronel martins
4204558,Correia Pinto,SC,correia pinto
4204509,Corupá,SC,corupa
4204608,Criciúma,SC,criciuma
4204707,Cunha Porã,SC,cunha pora
4204756,Cunhataí,SC,cunhatai
4204806,Curitibanos,SC,curitibanos
4204905,Descanso,SC,descanso
4205001,Dionísio Cerqueira,SC,dionisio cerqueira
4205100,Dona Emma,SC,dona emma
4205159,Doutor Pedrinho,SC,doutor pedrinho
4205175,Entre Rios,SC,entre rios
4205191,Ermo,SC,ermo
4205209,Erval Velho,SC,erval velho
4205308,Faxinal dos Guedes,SC,faxinal dos guedes
4205357,Flor do Sertão,SC,flor do sertao
4205407,Florianópolis,SC,florianopolis
4205431,Formosa do Sul,SC,formosa do sul
4205456,Forquilhinha,SC,forquilhinha
4205506,Fraiburgo,SC,fraiburgo
4205555,Frei Rogério,SC,frei rogerio
4205605,Galvão,SC,galvao
4205704,Garopaba,SC,garopaba
4205803,Garuva,SC,garuva
4205902,Gaspar,SC,gaspar
4206009,Governador Celso Ramos,SC,governador celso ramos
4206108,Grão-Pará,SC,grao-para
4206207,Gravatal,SC,gravatal
4206306,Guabiruba,SC,guabiruba
4206405,Guaraciaba,SC,guaraciaba
4206504,Guaramirim,SC,guaramirim
4206603,Guarujá do Sul,SC,guaruja do sul
4206652,Guatambú,SC,guatambu
4206702,Herval d'Oeste,SC,herval d'oeste
4206751,Ibiam,SC,ibiam
4206801,Ibicaré,SC,ibicare
4206900,Ibirama,SC,ibirama
4207007,Içara,SC,icara
4207106,Ilhota,SC,ilhota
4207205,Imaruí,SC,imarui
4207304,Imbituba,SC,imbituba
4207403,Imbuia,SC,imbuia
4207502,Indaial,SC,indaial
4207577,Iomerê,SC,iomere
4207601,Ipira,SC,ipira
4207650,Iporã do Oeste,SC,ipora do oeste
4207684,Ipuaçu,SC,ipuacu
4207700,Ipumirim,SC,ipumirim
4207759,Iraceminha,SC,iraceminha
4207809,Irani,SC,irani
4207858,Irati,SC,irati
4207908,Irineópolis,SC,irineopolis
4208005,Itá,SC,ita
4208104,Itaiópolis,SC,itaiopolis
4208203,Itajaí,SC,itajai
4208302,Itapema,SC,itapema
4208401,Itapiranga,SC,itapiranga
4208450,Itapoá,SC,itapoa
4208500,Ituporanga,SC,ituporanga
4208609,Jaborá,SC,jabora
4208708,Jacinto Machado,SC,jacinto machado
4208807,Jaguaruna,SC,jaguaruna
4208906,Jaraguá do Sul,SC,jaragua do sul
4208955,Jardinópolis,SC,jardinopolis
4209003,Joaçaba,SC,joacaba
4209102,Joinville,SC,joinville
4209151,José Boiteux,SC,jose boiteux
4209177,Jupiá,SC,jupia
4209201,Lacerdópolis,SC,lacerdopolis
4209300,Lages,SC,lages
4209409,Laguna,SC,laguna
4209458,Lajeado Grande,SC,lajeado grande
4209508,Laurentino,SC,laurentino
4209607,Lauro Müller,SC,lauro muller
4209706,Lebon Régis,SC,lebon regis
4209805,Leoberto Leal,SC,leoberto leal
4209854,Lindóia do Sul,SC,lindoia do sul
4209904,Lontras,SC,lontras
4210001,Luiz Alves,SC,luiz alves
4210035,Luzerna,SC,luzerna
4210050,Macieira,SC,macieira
4210100,Mafra,SC,mafra
4210209,Major Gercino,SC,major gercino
4210308,Major Vieira,SC,major vieira
4210407,Maracajá,SC,maracaja
4210506,Maravilha,SC,maravilha
4210555,Marema,SC,marema
4210605,Massaranduba,SC,massaranduba
4210704,Matos Costa,SC,matos costa
4210803,Meleiro,SC,meleiro
4210852,Mirim Doce,SC,mirim doce
4210902,Modelo,SC,modelo
4211009,Mondaí,SC,mondai
4211058,Monte Carlo,SC,monte carlo
4211108,Monte Castelo,SC,monte castelo
4211207,Morro da Fumaça,SC,morro da fumaca
4211256,Morro Grande,SC,morro grande
4211306,Navegantes,SC,navegantes
4211405,Nova Erechim,SC,nova erechim
4211454,Nova Itaberaba,SC,nova itaberaba
4211504,Nova Trento,SC,nova trento
4211603,Nova Veneza,SC,nova veneza
4211652,Novo Horizonte,SC,novo horizonte
4211702,Orleans,SC,orleans
4211751,Otacílio Costa,SC,otacilio costa
4211801,Ouro,SC,ouro
4211850,Ouro Verde,SC,ouro verde
4211876,Paial,SC,paial
4211892,Painel,SC,painel
4211900,Palhoça,SC,palhoca
4212007,Palma Sola,SC,palma sola
4212056,Palmeira,SC,palmeira
4212106,Palmitos,SC,palmitos
4212205,Papanduva,SC,papanduva
4212239,Paraíso,SC,paraiso
4212254,Passo de Torres,SC,passo de torres
4212270,Passos Maia,SC,passos maia
4212304,Paulo Lopes,SC,paulo lopes
4212403,Pedras Grandes,SC,pedras grandes
4212502,Penha,SC,penha
4212601,Peritiba,SC,peritiba
4212650,Pescaria Brava,SC,pescaria brava
4212700,Petrolândia,SC,petrolandia
4212908,Pinhalzinho,SC,pinhalzinho
4213005,Pinheiro Preto,SC,pinheiro preto
4213104,Piratuba,SC,piratuba
4213153,Planalto Alegre,SC,planalto alegre
4213203,Pomerode,SC,pomerode
4213302,Ponte Alta,SC,ponte alta
4213351,Ponte Alta do Norte,SC,ponte alta do norte
4213401,Ponte Serrada,SC,ponte serrada
4213500,Porto Belo,SC,porto belo
4213609,Porto União,SC,porto uniao
4213708,Pouso Redondo,SC,pouso redondo
4213807,Praia Grande,SC,praia grande
4213906,Presidente Castello Branco,SC,presidente castello branco
4214003,Presidente Getúlio,SC,presidente getulio
4214102,Presidente Nereu,SC,presidente nereu
4214151,Princesa,SC,princesa
4214201,Quilombo,SC,quilombo
4214300,Rancho Queimado,SC,rancho queimado
4214409,Rio das Antas,SC,rio das antas
4214508,Rio do Campo,SC,rio do campo
4214607,Rio do Oeste,SC,rio do oeste
4214805,Rio do Sul,SC,rio do sul
4214706,Rio dos Cedros,SC,rio dos cedros
4214904,Rio Fortuna,SC,rio fortuna
4215000,Rio Negrinho,SC,rio negrinho
4215059,Rio Rufino,SC,rio rufino
4215075,Riqueza,SC,riqueza
4215109,Rodeio,SC,rodeio
4215208,Romelândia,SC,romelandia
4215307,Salete,SC,salete
4215356,Saltinho,SC,saltinho
4215406,Salto Veloso,SC,salto veloso
4215455,Sangão,SC,sangao
4215505,Santa Cecília,SC,santa cecilia
4215554,Santa Helena,SC,santa helena
4215604,Santa Rosa de Lima,SC,santa rosa de lima
4215653,Santa Rosa do Sul,SC,santa rosa do sul
4215679,Santa Terezinha,SC,santa terezinha
4215687,Santa Terezinha do Progresso,SC,santa terezinha do progresso
4215695,Santiago do Sul,SC,santiago do sul
4215703,Santo Amaro da Imperatriz,SC,santo amaro da imperatriz
4215802,São Bento do Sul,SC,sao bento do sul
4215752,São Bernardino,SC,sao bernardino
4215901,São Bonifácio,SC,sao bonifacio
4216008,São Carlos,SC,sao carlos
4216057,São Cristóvão do Sul,SC,sao cristovao do sul
4216107,São Domingos,SC,sao domingos
4216206,São Francisco do Sul,SC,sao francisco do sul
4216305,São João Batista,SC,sao joao batista
4216354,São João do Itaperiú,SC,sao joao do itaperiu
4216255,São João do Oeste,SC,sao joao do oeste
4216404,São João do Sul,SC,sao joao do sul
4216503,São Joaquim,SC,sao joaquim
4216602,São José,SC,sao jose
4216701,São José do Cedro,SC,sao jose do cedro
4216800,São José do Cerrito,SC,sao jose do cerrito
4216909,São Lourenço do Oeste,SC,sao lourenco do oeste
4217006,São Ludgero,SC,sao ludgero
4217105,São Martinho,SC,sao martinho
4217154,São Miguel da Boa Vista,SC,sao miguel da boa vista
4217204,São Miguel do Oeste,SC,sao miguel do oeste
4217253,São Pedro de Alcântara,SC,sao pedro de alcantara
4217303,Saudades,SC,saudades
4217402,Schroeder,SC,schroeder
4217501,Seara,SC,seara
4217550,Serra Alta,SC,serra alta
4217600,Siderópolis,SC,sideropolis
4217709,Sombrio,SC,sombrio
4217758,Sul Brasil,SC,sul brasil
4217808,Taió,SC,taio
4217907,Tangará,SC,tangara
4217956,Tigrinhos,SC,tigrinhos
4218004,Tijucas,SC,tijucas
4218103,Timbé do Sul,SC,timbe do sul
4218202,Timbó,SC,timbo
4218251,Timbó Grande,SC,timbo grande
4218301,Três Barras,SC,tres barras
4218350,Treviso,SC,treviso
4218400,Treze de Maio,SC,treze de maio
4218509,Treze Tílias,SC,treze tilias
4218608,Trombudo Central,SC,trombudo central
4218707,Tubarão,SC,tubarao
4218756,Tunápolis,SC,tunapolis
4218806,Turvo,SC,turvo
4218855,União do Oeste,SC,uniao do oeste
4218905,Urubici,SC,urubici
4218954,Urupema,SC,urupema
4219002,Urussanga,SC,urussanga
4219101,Vargeão,SC,vargeao
4219150,Vargem,SC,vargem
4219176,Vargem Bonita,SC,vargem bonita
4219200,Vidal Ramos,SC,vidal ramos
4219309,Videira,SC,videira
4219358,Vitor Meireles,SC,vitor meireles
4219408,Witmarsum,SC,witmarsum
4219507,Xanxerê,SC,xanxere
4219606,Xavantina,SC,xavantina
4219705,Xaxim,SC,xaxim
4219853,Zortéa,SC,zortea
2800100,Amparo do São Francisco,SE,amparo do sao francisco
2800209,Aquidabã,SE,aquidaba
2800308,Aracaju,SE,aracaju
2800407,Arauá,SE,araua
2800506,Areia Branca,SE,areia branca
2800605,Barra dos Coqueiros,SE,barra dos coqueiros
2800670,Boquim,SE,boquim
2800704,Brejo Grande,SE,brejo grande
2801009,Campo do Brito,SE,campo do brito
2801108,Canhoba,SE,canhoba
2801207,Canindé de São Francisco,SE,caninde de sao francisco
2801306,Capela,SE,capela
2801405,Carira,SE,carira
2801504,Carmópolis,SE,carmopolis
2801603,Cedro de São João,SE,cedro de sao joao
2801702,Cristinápolis,SE,cristinapolis
2801900,Cumbe,SE,cumbe
2802007,Divina Pastora,SE,divina pastora
2802106,Estância,SE,estancia
2802205,Feira Nova,SE,feira nova
2802304,Frei Paulo,SE,frei paulo
2802403,Gararu,SE,gararu
2802502,General Maynard,SE,general maynard
2802601,Graccho Cardoso,SE,graccho cardoso
2802700,Ilha das Flores,SE,ilha das flores
2802809,Indiaroba,SE,indiaroba
2802908,Itabaiana,SE,itabaiana
2803005,Itabaianinha,SE,itabaianinha
2803104,Itabi,SE,itabi
2803203,Itaporanga d'Ajuda,SE,itaporanga d'ajuda
2803302,Japaratuba,SE,japaratuba
2803401,Japoatã,SE,japoata
2803500,Lagarto,SE,lagarto
2803609,Laranjeiras,SE,laranjeiras
2803708,Macambira,SE,macambira
2803807,Malhada dos Bois,SE,malhada dos bois
2803906,Malhador,SE,malhador
2804003,Maruim,SE,maruim
2804102,Moita Bonita,SE,moita bonita
2804201,Monte Alegre de Sergipe,SE,monte alegre de sergipe
2804300,Muribeca,SE,muribeca
2804409,Neópolis,SE,neopolis
2804458,Nossa Senhora Aparecida,SE,nossa senhora aparecida
2804508,Nossa Senhora da Glória,SE,nossa senhora da gloria
2804607,Nossa Senhora das Dores,SE,nossa senhora das dores
2804706,Nossa Senhora de Lourdes,SE,nossa senhora de lourdes
2804805,Nossa Senhora do Socorro,SE,nossa senhora do socorro
2804904,Pacatuba,SE,pacatuba
2805000,Pedra Mole,SE,pedra mole
2805109,Pedrinhas,SE,pedrinhas
2805208,Pinhão,SE,pinhao
2805307,Pirambu,SE,pirambu
2805406,Poço Redondo,SE,poco redondo
2805505,Poço Verde,SE,poco verde
2805604,Porto da Folha,SE,porto da folha
2805703,Propriá,SE,propria
2805802,Riachão do Dantas,SE,riachao do dantas
2805901,Riachuelo,SE,riachuelo
2806008,Ribeirópolis,SE,ribeiropolis
2806107,Rosário do Catete,SE,rosario do catete
2806206,Salgado,SE,salgado
2806305,Santa Luzia do Itanhy,SE,santa luzia do itanhy
2806503,Santa Rosa de Lima,SE,santa rosa de lima
2806404,Santana do São Francisco,SE,santana do sao francisco
2806602,Santo Amaro das Brotas,SE,santo amaro das brotas
2806701,São Cristóvão,SE,sao cristovao
2806800,São Domingos,SE,sao domingos
2806909,São Francisco,SE,sao francisco
2807006,São Miguel do Aleixo,SE,sao miguel do aleixo
2807105,Simão Dias,SE,simao dias
2807204,Siriri,SE,siriri
2807303,Telha,SE,telha
2807402,Tobias Barreto,SE,tobias barreto
2807501,Tomar do Geru,SE,tomar do geru
2807600,Umbaúba,SE,umbauba
3500105,Adamantina,SP,adamantina
3500204,Adolfo,SP,adolfo
3500303,Aguaí,SP,aguai
3500402,Águas da Prata,SP,aguas da prata
3500501,Águas de Lindóia,SP,aguas de lindoia
3500550,Águas de Santa Bárbara,SP,aguas de santa barbara
3500600,Águas de São Pedro,SP,aguas de sao pedro
3500709,Agudos,SP,agudos
3500758,Alambari,SP,alambari
3500808,Alfredo Marcondes,SP,alfredo marcondes
3500907,Altair,SP,altair
3501004,Altinópolis,SP,altinopolis
3501103,Alto Alegre,SP,alto alegre
3501152,Alumínio,SP,aluminio
3501202,Álvares Florence,SP,alvares florence
3501301,Álvares Machado,SP,alvares machado
3501400,Álvaro de Carvalho,SP,alvaro de carvalho
3501509,Alvinlândia,SP,alvinlandia
3501608,Americana,SP,americana
3501707,Américo Brasiliense,SP,americo brasiliense
3501806,Américo de Campos,SP,americo de campos
3501905,Amparo,SP,amparo
3502002,Analândia,SP,analandia
3502101,Andradina,SP,andradina
3502200,Angatuba,SP,angatuba
3502309,Anhembi,SP,anhembi
3502408,Anhumas,SP,anhumas
3502507,Aparecida,SP,aparecida
3502606,Aparecida d'Oeste,SP,aparecida d'oeste
3502705,Apiaí,SP,apiai
3502754,Araçariguama,SP,aracariguama
3502804,Araçatuba,SP,aracatuba
3502903,Araçoiaba da Serra,SP,aracoiaba da serra
3503000,Aramina,SP,aramina
